GeneID,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16
RPL9_5956,109,143,137,106,107,54,132,264,196,101,102,81,260,57,223,150
RPN1_5965,48,51,66,45,85,163,136,94,122,79,55,49,125,179,135,234
RPS12_5976,233,202,254,151,1316,1033,1084,905,162,98,80,92,773,487,503,690
RPS15_5978,148,89,163,90,176,371,282,266,182,96,60,54,144,305,319,280
RPS15A_5979,22,10,14,6,47,23,51,30,98,37,26,22,200,17,78,57
RPS2_5983,131,107,134,90,173,516,474,254,146,101,67,57,100,461,381,383
RPS20_5987,28,26,32,18,0,6,19,58,4,13,7,4,0,12,2,0
RPS21_5988,145,108,220,117,243,527,581,532,205,131,116,85,350,472,446,367
RPS27A_5998,414,650,696,518,482,198,547,810,320,277,281,198,652,68,198,341
RPS27L_6001,19,8,17,10,5,19,16,2,28,25,15,10,3,5,13,0
RPS28_6002,115,98,105,67,140,297,241,185,227,144,102,91,186,277,350,371
RPS4X_6009,231,339,444,329,391,772,614,632,118,163,114,137,199,326,302,218
RPS4Y1_6010,61,82,152,108,144,7,82,115,84,72,61,52,91,41,82,81
RPS5_6011,74,53,69,60,71,266,168,156,96,56,38,34,163,250,132,164
RPS6KA1_6015,23,7,19,13,84,12,23,13,25,17,11,12,49,74,76,78
RPS6KB2_6020,28,24,20,22,60,42,29,49,26,20,19,8,37,22,63,43
RPSA_6025,326,221,425,202,375,347,462,447,167,126,105,81,215,326,356,277
RPUSD1_6026,7,1,8,2,0,23,9,23,22,2,8,9,0,4,27,44
RRAGA_6028,41,36,54,55,8,6,3,65,47,25,18,13,79,31,23,25
RRM1_6031,3,3,5,6,38,0,37,3,7,6,1,0,21,4,6,16
RRM2_6034,63,94,99,65,33,27,32,84,15,35,22,24,30,10,10,58
RRP12_6035,23,10,14,7,13,27,6,19,27,17,13,13,48,43,32,35
RRP1B_6038,13,14,13,10,48,31,51,36,14,15,10,4,35,6,24,67
RRP8_6039,5,0,5,3,0,15,3,5,8,6,3,0,36,10,38,4
RRS1_6040,16,18,14,9,9,32,25,10,8,8,7,1,31,4,8,28
RSAD2_6043,182,180,228,213,35,42,33,37,283,227,232,201,849,472,557,881
RSRC2_6049,32,23,23,33,77,26,82,87,66,31,35,27,134,70,107,101
RSU1_6052,30,30,50,23,210,67,135,140,63,30,36,20,127,92,118,231
RTN4_6057,16,20,24,16,0,62,60,25,40,40,35,18,58,65,68,70
RUNX1_6059,2,1,4,1,8,20,13,11,5,3,2,2,10,8,33,26
RUNX1_6060,12,1,7,7,8,0,26,9,2,1,0,4,2,0,0,0
RUVBL1_6065,16,7,19,12,54,14,27,21,12,3,4,15,6,51,55,21
RYK_6076,16,13,7,4,19,4,20,4,22,9,10,2,8,0,12,27
S100A4_6083,117,105,178,121,317,288,274,147,277,195,176,112,497,504,678,878
S1PR4_6093,149,92,194,104,129,158,200,148,160,155,104,79,156,285,307,241
S1PR5_6094,16,13,25,9,0,0,4,53,13,7,7,8,8,0,4,0
SAAL1_6097,8,9,15,10,12,29,14,16,6,7,9,8,16,0,35,6
SACM1L_6098,60,66,95,61,33,43,103,185,79,44,52,35,140,9,51,42
SASS6_6100,17,41,28,21,0,0,6,26,10,17,11,8,2,0,0,6
SATB1_6106,61,41,72,45,22,105,76,107,56,39,27,30,80,127,100,155
SCAF11_6115,85,100,115,115,194,124,149,212,158,137,116,91,223,171,322,228
SCAND1_6116,5,5,5,2,0,12,13,6,12,12,4,7,7,32,17,16
SCARB1_6117,2,0,0,5,13,0,2,0,3,1,1,1,0,0,0,0
SCCPDH_6120,3,2,1,2,6,5,1,24,5,2,4,3,0,0,19,0
SCNM1_6142,29,17,22,13,41,51,40,23,14,13,16,9,9,58,38,55
SCNN1G_6143,6,7,9,6,9,0,1,0,0,2,1,2,0,0,0,0
SCO1_6146,17,47,38,23,35,65,68,44,25,27,8,17,56,51,62,53
SCO2_6147,26,20,46,25,15,52,44,18,16,12,9,3,13,61,53,59
SCO2_6148,5,2,7,0,0,0,4,0,5,9,0,2,0,0,14,17
SCP2_6152,29,51,57,40,49,44,82,83,50,24,23,24,46,78,65,65
SCRN1_6155,5,1,9,4,36,4,15,16,12,8,4,2,11,14,2,18
SCYL2_6156,61,71,74,49,153,128,135,132,87,68,57,62,99,41,135,136
SCYL3_6157,52,121,149,97,34,4,82,109,20,51,60,43,66,6,43,0
SDC1_6160,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
CAVIN2_6177,15,11,26,21,25,0,28,38,95,29,46,18,188,30,34,31
SEC14L1_6182,245,158,278,189,473,561,573,462,213,184,136,112,424,538,640,650
SEC16A_6185,34,45,58,35,39,290,136,80,43,25,29,28,14,142,104,200
SEC24A_6186,2,0,1,0,17,17,4,30,16,5,4,2,26,17,8,3
SEC24B_6189,46,35,37,26,2,0,29,40,64,28,36,22,79,27,74,68
SEC61A1_6192,17,20,33,24,51,45,38,31,7,12,6,5,6,53,40,21
SEC61G_6193,75,59,95,73,118,11,59,105,78,37,41,31,19,14,50,30
SEH1L_6194,9,13,12,14,25,0,6,49,4,9,5,5,16,43,9,0
SELENOK_6203,13,6,14,14,48,14,28,32,17,10,7,3,22,12,24,3
SELENOT_6212,243,326,359,279,46,33,177,217,158,156,118,112,83,0,75,10
SEMA3G_6214,1,5,1,6,14,0,8,6,0,4,1,0,0,0,0,0
SENP6_6219,25,16,16,14,47,25,59,22,56,43,26,32,81,45,125,72
SELENOF_6221,79,69,89,80,92,140,116,203,106,107,83,47,133,158,300,163
SEPTIN2_6222,10,8,11,7,34,5,13,22,6,7,2,1,20,0,6,0
SELENOF_6224,46,52,56,41,0,7,23,105,61,50,36,25,78,33,80,16
SEPTIN5_6225,4,1,3,1,0,0,0,0,4,1,3,1,16,0,0,9
SERPINA1_6246,96,61,125,80,80,140,180,144,296,165,185,154,415,167,407,376
SERPINE1_6253,11,11,16,5,18,41,5,14,8,1,4,1,2,13,16,27
SESN1_6261,4,12,24,2,0,0,5,5,1,2,8,2,5,0,3,3
SETD1B_6264,82,63,86,44,55,156,181,120,81,41,60,46,91,206,152,103
SETD5_6265,7,1,4,4,12,0,7,2,7,7,5,2,21,5,24,0
SF3B1_6268,64,39,64,43,40,20,96,101,182,127,86,72,269,133,215,161
SFN_6269,5,0,2,3,0,0,0,0,2,0,0,0,0,4,0,0
SGCB_6277,21,12,26,15,0,0,6,5,4,2,5,9,16,0,0,0
SGK1_6282,17,20,24,17,62,16,67,46,35,21,22,16,79,22,54,47
SGK2_6283,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
SGK3_6285,8,16,32,21,0,0,17,10,7,4,8,7,15,0,0,0
SGO2_6289,95,127,124,137,12,7,86,72,87,81,70,77,61,0,11,0
SH3BP5_6291,19,34,55,14,14,3,28,47,6,10,4,7,10,5,19,34
SH3KBP1_6296,47,59,81,69,139,56,193,119,105,90,93,62,208,96,245,340
SHC1_6301,39,21,53,30,86,34,40,45,35,28,25,11,74,61,61,89
SHCBP1_6304,44,90,98,63,25,33,64,101,14,18,13,18,16,0,13,1
SHMT2_6311,13,2,13,4,0,0,11,6,1,3,1,7,5,0,0,4
SIAH2_6313,137,108,164,110,309,138,172,248,122,97,50,48,283,167,193,158
SIGLEC5_6314,13,32,47,29,10,0,12,7,11,12,22,12,17,0,14,19
SIGLEC9_6315,9,7,24,7,0,22,42,0,41,6,15,13,37,40,71,72
SIGMAR1_6316,5,2,3,4,0,11,0,2,9,1,4,0,7,14,18,15
SIL1_6317,5,1,1,2,0,0,4,0,1,4,1,0,0,4,3,0
SIRT3_6320,9,3,5,4,0,17,4,1,2,5,4,4,0,9,4,0
SIX5_6322,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0
SKIV2L_6323,6,4,7,4,14,25,5,8,4,10,4,0,17,17,10,0
SKP2_6327,36,54,42,45,26,0,75,55,24,16,17,12,31,0,37,0
SLC10A7_6332,27,15,25,16,25,27,30,34,32,14,11,15,14,38,30,26
SLC11A2_6335,6,12,7,12,0,17,10,8,14,7,5,4,16,0,9,0
SLC15A1_6340,11,7,13,4,13,13,0,11,1,2,0,0,0,0,0,0
SLC16A5_6341,15,4,5,4,31,24,23,51,16,10,10,11,20,38,43,19
SLC16A7_6342,60,77,61,79,33,37,94,93,25,36,40,22,16,5,15,31
SLC1A4_6371,12,9,16,8,0,119,35,5,4,4,2,4,17,27,25,79
SLC22A12_6376,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
SLC22A5_6383,17,16,15,15,19,0,0,14,6,6,4,5,0,15,0,23
SLC22A6_6384,1,5,9,1,0,0,0,0,0,0,1,0,0,0,0,0
SLC25A10_6388,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
SLC25A11_6391,56,55,71,41,86,185,143,76,62,51,51,38,83,182,199,162
SLC25A13_6394,48,63,99,53,29,44,43,93,18,11,16,7,27,31,41,11
SLC25A14_6397,16,13,16,6,0,6,8,11,12,8,4,4,0,5,5,17
SLC25A32_6403,10,19,39,30,56,22,35,57,30,19,9,16,18,9,13,47
SLC25A4_6406,13,8,4,6,0,9,0,0,7,4,2,0,2,0,4,0
SLC25A40_6409,30,14,34,18,69,92,66,61,42,28,24,19,23,147,66,65
SLC25A46_6412,89,142,105,87,28,11,87,102,54,62,54,64,99,0,22,31
SLC27A2_6426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLC27A3_6427,13,5,9,5,46,29,76,8,25,8,16,6,39,76,55,42
SLC27A5_6429,5,2,4,0,0,0,3,3,8,4,2,3,0,0,2,0
SLC28A1_6430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A10_6436,12,0,6,6,0,11,6,0,0,1,2,1,9,0,0,0
SLC2A2_6439,40,191,171,177,12,68,94,164,15,92,149,80,59,0,24,6
SLC2A3_6444,238,192,266,213,229,176,262,217,296,249,224,178,483,544,839,974
SLC2A6_6447,11,4,3,1,0,0,20,0,3,4,6,6,0,16,12,50
SLC30A7_6456,87,144,128,102,42,32,43,92,82,59,102,70,51,42,43,91
SLC30A9_6457,37,80,59,39,100,41,67,29,34,26,27,10,10,27,60,27
SLC32A1_6458,4,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0
SLC33A1_6462,44,61,63,58,78,31,58,84,17,12,23,15,40,24,28,27
SLC35A1_6463,24,11,21,8,39,33,51,43,15,20,13,13,31,60,59,102
SLC35A3_6466,10,8,15,3,53,4,12,13,20,17,8,10,21,0,48,16
SLC35A4_6467,10,2,15,4,18,12,4,32,15,8,7,1,11,30,19,30
SLC35A5_6470,55,91,102,115,76,60,72,112,91,96,123,86,176,37,63,93
SLC35B1_6471,13,10,17,2,23,0,6,0,22,13,12,10,49,20,24,27
SLC35F2_6477,17,32,43,29,0,0,13,13,5,4,13,9,0,0,0,0
SLC37A4_6478,6,7,8,3,0,0,0,0,5,1,2,0,0,0,0,0
SLC38A2_6479,38,39,52,39,60,12,26,62,14,6,20,13,30,0,9,0
SLC39A6_6486,9,2,8,6,0,0,16,30,9,5,6,7,6,23,28,23
SLC4A5_6496,2,0,0,1,0,0,6,0,3,7,6,0,10,0,0,8
SLC52A2_6497,6,5,6,6,0,15,23,4,8,8,7,5,67,30,18,0
SLC5A6_6501,1,2,2,0,6,0,0,1,0,0,1,0,0,0,0,0
SLC5A7_6504,125,137,180,164,0,11,60,88,60,84,90,56,18,0,4,0
SLC6A19_6515,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
SLC6A3_6518,5,2,1,1,9,0,0,0,0,0,3,0,0,0,0,0
SLC6A8_6522,65,30,74,33,138,188,97,89,38,41,21,19,66,148,94,175
SLC9A2_6528,21,22,32,37,0,0,15,40,4,8,19,11,0,0,0,0
SLC9A6_6532,11,8,14,8,0,7,3,11,19,10,15,7,9,13,39,25
SLCO2B1_6541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO5A1_6542,15,19,28,23,0,0,10,9,0,6,4,4,4,0,0,0
SLIT2_6545,19,6,6,12,0,0,3,0,0,3,0,4,0,0,0,0
SLITRK5_6548,0,0,0,1,0,0,0,0,2,0,3,1,0,8,0,0
SLK_6551,81,62,97,81,187,44,104,105,199,145,143,107,364,119,313,301
PRELID3B_6554,172,289,266,256,152,101,224,277,139,169,142,133,179,35,177,188
SMAD1_6558,19,33,33,30,14,17,20,40,7,13,17,14,6,0,2,0
SMAD3_6562,39,37,52,32,19,37,55,72,38,35,28,15,59,47,83,68
SMAD4_6563,41,51,79,32,14,11,22,71,7,17,19,9,13,28,0,12
SMAD5_6566,72,110,153,96,64,23,99,112,80,65,49,54,48,68,83,104
SMAGP_6567,1,1,0,0,0,0,3,0,3,2,1,0,4,0,0,0
SMAP1_6570,55,65,66,47,57,23,88,70,40,27,31,23,47,30,71,20
SMARCA4_6573,29,17,24,18,36,36,72,66,32,19,30,13,74,106,34,106
SMARCC1_6575,58,92,71,81,52,26,81,157,45,31,42,35,41,41,79,30
SMARCD2_6579,3,1,3,1,0,0,0,0,6,1,2,0,0,0,0,0
SMC1A_6580,7,7,24,7,14,4,21,24,8,9,6,4,67,0,25,0
SMC3_6583,143,209,169,180,164,102,342,389,82,89,77,74,91,136,194,134
SMC4_6586,79,100,110,87,203,41,109,173,78,37,54,49,139,41,100,59
SMIM19_6589,2,2,3,1,9,5,6,0,33,10,12,9,42,8,32,7
SMNDC1_6595,54,37,67,51,99,37,75,104,136,85,96,52,192,59,152,106
SMPD1_6597,5,2,6,2,0,0,0,5,6,3,3,0,3,15,11,29
SMYD5_6601,8,6,2,1,0,0,0,0,3,2,0,0,0,0,2,0
SNAI1_6602,4,0,2,0,5,0,0,0,0,0,0,1,1,0,5,0
SNAI2_6603,56,89,75,43,35,17,37,63,19,19,25,21,45,0,15,0
SNAP25_6607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAPC4_6608,3,2,3,0,0,18,3,0,2,2,0,5,5,0,5,13
SNAPIN_6609,12,4,13,6,28,28,7,6,23,11,16,14,14,37,3,0
SNCA_6612,623,616,763,642,1195,1224,924,1225,421,361,316,251,647,655,998,821
SNCG_6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNF8_6614,6,7,17,11,17,6,12,25,22,10,8,10,21,37,29,11
SNHG6_6616,7,1,9,3,46,0,17,23,12,1,11,3,45,5,27,38
SNHG8_6618,25,25,40,23,44,22,18,85,39,36,23,15,49,83,135,91
SNRPA_6627,40,27,39,27,90,189,155,86,30,26,31,22,81,132,101,149
SNRPD1_6636,74,125,110,116,29,13,61,72,34,34,26,33,33,9,9,7
SNRPE_6643,41,57,77,50,35,38,81,68,19,13,20,22,43,26,8,61
SNRPG_6644,15,8,13,11,23,10,5,21,12,10,19,0,39,26,24,13
SNTG2_6645,1,4,6,7,0,0,0,0,1,2,0,0,0,0,0,0
SNX13_6653,58,38,57,46,67,41,77,134,127,85,61,48,154,114,190,130
SNX7_6656,25,63,67,42,24,1,42,47,15,29,50,20,25,1,0,0
SOCS1_6657,1,1,0,0,0,28,4,1,4,0,0,0,0,4,1,0
SOCS2_6660,6,11,7,5,0,0,10,0,5,7,10,6,6,0,3,9
SOD2_6667,40,21,49,26,94,49,71,37,86,74,65,64,189,196,206,276
SOD3_6668,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SOX1_6677,7,6,3,2,0,0,0,0,0,0,1,2,0,0,0,0
SOX2_6683,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SOX4_6686,15,9,20,3,12,11,0,19,4,4,6,4,9,18,20,16
SPAG4_6691,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAG7_6692,4,0,3,1,0,9,0,0,7,3,1,2,5,0,5,0
SPANXA2_6696,6,8,10,5,0,0,0,3,2,3,5,4,0,0,0,0
SPANXB1_6698,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPARC_6699,13,27,7,5,0,0,2,4,6,7,5,2,0,0,18,0
SPAST_6702,14,23,23,10,14,5,31,24,51,35,12,16,66,0,45,27
SPATA5L1_6703,2,2,0,0,0,0,3,8,8,0,0,3,0,0,2,0
SPC25_6704,1,0,1,1,0,0,0,0,0,1,0,0,11,0,0,0
SPCS1_6705,15,14,25,12,51,23,25,12,52,22,13,16,10,32,13,39
SPDEF_6706,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
SPEN_6707,16,12,14,8,9,16,22,46,57,28,15,13,69,50,46,37
SPESP1_6708,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SPG21_6711,43,34,49,46,106,106,122,95,220,85,88,86,162,213,273,177
SPHK2_6712,6,0,2,1,0,0,10,0,5,0,0,0,0,12,0,0
SPIN1_6715,8,6,14,13,31,23,32,37,13,9,15,9,13,25,51,23
SPP1_6720,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SPR_6721,5,3,4,6,26,0,4,2,1,5,2,0,0,0,0,0
SPRED2_6724,2,0,6,3,0,0,7,0,1,0,6,0,0,0,4,0
SPTAN1_6727,32,27,36,22,153,126,105,67,70,42,43,23,129,123,173,186
SPTBN1_6728,29,48,55,35,25,0,12,27,4,16,12,8,10,1,3,0
SPTBN5_6729,5,6,8,7,8,24,7,15,3,6,6,1,0,9,2,0
SPTLC2_6732,31,22,30,21,28,82,55,62,65,53,58,39,139,87,162,195
SPTSSA_6735,19,14,27,12,42,20,62,58,62,41,43,21,73,84,54,74
SQLE_6736,5,4,9,4,3,0,6,2,3,3,2,2,0,0,0,0
SQOR_6737,19,20,22,16,9,0,38,36,40,27,19,12,99,1,81,32
SQSTM1_6740,98,99,137,108,522,1383,709,465,73,48,42,47,319,618,270,532
SRFBP1_6747,65,93,74,64,8,30,95,159,43,45,47,35,59,17,56,53
SRI_6751,20,24,34,26,128,72,149,76,54,47,36,36,73,46,138,155
SRM_6753,1,1,2,1,0,7,0,0,1,3,2,0,0,4,4,6
SRP54_6759,59,37,71,78,107,100,168,205,102,62,58,43,178,61,179,168
SRPK1_6763,32,32,62,39,19,25,45,57,70,39,17,13,86,47,73,40
SRPRA_6764,16,7,15,3,0,24,30,21,50,25,18,17,77,36,57,58
SRRM2_6766,67,30,77,61,312,217,259,209,55,62,41,22,277,256,241,347
SRRM5_6767,15,9,16,5,0,0,0,0,4,5,6,1,8,10,0,0
SRSF5_6773,149,165,225,186,286,178,538,354,259,152,208,164,376,128,437,596
SRSF7_6776,13,10,11,7,26,26,73,38,26,13,12,16,46,57,76,33
SSNA1_6783,10,0,3,3,0,5,14,0,3,0,4,0,8,0,0,9
SSR1_6784,21,32,42,15,0,3,18,53,14,13,6,5,47,11,19,27
SSR3_6787,10,2,0,0,28,4,20,10,4,1,3,4,0,13,6,6
SSR4_6788,17,17,33,16,46,38,45,80,60,24,37,20,88,113,118,95
SSRP1_6791,7,10,11,8,30,14,49,23,14,8,4,3,39,15,39,34
ST18_6795,24,37,39,26,0,0,28,38,6,5,10,8,0,0,0,0
ST3GAL2_6798,17,13,25,14,0,62,43,34,46,28,14,13,56,93,58,55
ST3GAL3_6799,3,2,3,0,0,0,0,0,1,0,1,1,0,4,4,0
ST3GAL5_6802,52,40,56,43,43,57,74,96,50,37,28,29,64,59,99,222
ST7_6809,23,26,37,41,26,35,48,34,33,37,41,32,38,0,31,22
STAG2_6813,8,9,8,3,0,1,3,26,32,17,20,19,25,25,20,46
STAM_6816,95,70,110,57,55,69,81,166,93,67,55,34,163,43,178,74
STAMBP_6819,45,97,96,70,36,22,40,67,20,21,19,18,30,0,0,0
STAP2_6820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT1_6824,166,221,258,181,204,435,323,240,226,213,177,156,434,949,710,1188
STAT3_6829,42,37,58,35,178,203,130,81,75,49,51,39,304,442,226,474
STAT5A_6832,79,42,78,47,56,160,166,113,93,72,61,38,177,185,198,156
