GeneID,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16
TEKT4_27946,11,2,4,0,0,0,3,12,4,2,4,1,1,0,0,0
TEX264_27947,17,8,23,18,21,76,44,35,32,22,18,12,69,55,39,34
TEX30_27948,58,81,114,61,28,11,101,105,13,18,27,35,0,0,0,0
TGFB1_27949,149,132,202,119,258,318,357,184,157,121,119,107,200,226,454,466
TGFBR3_27950,57,95,97,77,56,25,99,125,50,38,42,56,63,76,70,92
TGIF2_27952,62,54,73,50,28,77,96,56,59,57,25,37,22,60,54,89
TGIF2-RAB5IF_27953,41,24,57,25,39,135,78,42,26,6,7,5,14,82,39,49
THADA_27954,50,69,129,49,45,42,97,108,51,40,52,28,61,17,81,70
THADA_27955,29,33,34,28,20,11,16,19,7,8,7,12,8,10,13,18
AC011525.2_27956,21,33,39,36,0,15,0,49,7,10,11,11,0,0,0,0
TIMM17B_27958,6,8,8,4,22,19,8,49,1,2,2,3,8,22,8,6
TIMM23B_27959,21,29,24,20,7,36,10,42,35,13,19,11,47,5,39,37
TK2_27960,22,21,44,31,37,8,18,30,33,26,21,11,44,12,49,42
TKT_27961,85,64,110,68,127,101,170,71,400,240,193,176,663,223,576,429
TMED7_27963,80,88,115,103,35,38,94,146,61,46,37,40,62,0,10,12
TMEFF1_27964,0,0,4,0,0,0,2,0,1,3,1,4,4,0,0,0
TMEM108_27965,7,4,4,8,9,0,0,0,0,4,0,0,0,0,3,0
TMEM114_27966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TLCD5_27968,20,28,38,20,12,0,24,68,1,10,10,4,0,0,4,0
TMEM161B_27969,84,121,126,135,1,14,83,115,51,42,62,58,66,17,15,13
TMEM161B_27970,185,213,200,144,5,12,36,87,51,58,41,37,2,0,0,0
TMEM185A_27972,9,6,8,9,24,10,8,3,8,4,7,2,1,5,18,32
TMEM189_27973,10,9,5,7,10,4,6,5,9,10,7,6,0,0,17,0
TMEM189_27974,2,3,6,2,21,0,0,4,7,4,3,0,16,5,7,0
CEMIP2_27975,10,24,24,18,40,34,41,53,56,34,32,26,110,12,81,57
TMEM249_27977,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM249_27978,3,1,2,0,0,0,0,0,1,1,0,0,0,3,0,0
TMEM249_27979,0,0,0,0,0,0,0,0,0,1,0,0,0,13,6,0
TLCD4-RWDD3_27980,102,158,140,166,43,26,102,119,62,64,55,71,70,10,29,12
TMEM67_27981,1,8,3,8,0,0,22,25,1,1,1,2,0,0,0,0
TMEM68_27982,80,102,102,91,62,3,36,78,27,31,30,28,25,0,5,0
TMEM80_27983,1,0,1,0,0,1,2,0,0,0,1,1,0,0,6,0
TMEM8B_27984,14,6,16,11,12,47,24,18,12,5,8,6,0,11,20,20
TMPRSS3_27987,7,0,2,1,0,0,0,7,0,1,0,0,0,0,0,0
TMPRSS3_27988,3,6,6,0,0,0,5,0,2,0,0,0,0,0,6,11
TMPRSS5_27989,20,2,3,3,0,8,0,5,5,2,5,1,16,0,0,0
TNFAIP8L1_27990,8,5,4,11,5,30,15,11,12,8,6,5,13,15,3,10
TNFRSF25_27991,9,1,1,1,0,0,11,17,7,3,1,5,0,0,3,0
TNFSF12_27992,47,31,50,40,53,107,66,53,60,41,51,41,30,98,147,134
TNIP2_27993,1,5,3,0,0,0,5,0,0,0,0,1,0,0,3,10
TNK2_27994,191,169,251,194,190,506,389,338,138,92,80,83,214,315,372,443
TNNI3K_27995,42,94,88,103,17,32,58,64,20,63,53,37,22,0,9,0
TOR1AIP2_27996,58,107,106,98,38,315,131,153,76,86,89,70,38,25,54,86
TOX3_27997,11,5,4,0,0,0,0,0,1,1,1,1,0,0,0,0
TP53I3_27999,2,3,5,4,13,11,0,9,2,4,4,0,10,0,5,10
TPM1_28000,5,7,7,7,0,0,15,10,0,2,1,0,1,5,6,0
TPTE_28002,14,14,4,6,0,0,0,0,5,8,16,6,0,0,0,0
TRAF3IP3_28004,90,88,111,74,128,79,172,186,68,59,37,41,189,50,127,100
TRIM13_28005,72,97,129,100,38,64,86,116,55,33,39,33,27,18,26,32
TRIM34_28006,31,23,31,19,0,16,9,24,35,21,33,20,42,36,50,45
TRIM34_28007,7,5,7,7,20,6,6,0,11,5,9,8,15,26,21,29
TRIM36_28008,28,50,66,16,0,0,12,45,4,11,7,6,4,0,3,0
TRIM6-TRIM34_28010,65,49,81,62,12,20,54,73,53,44,50,24,38,76,50,20
TRIM7_28011,18,8,17,11,6,78,29,22,10,1,2,5,0,0,20,0
TRO_28012,1,1,3,0,0,15,0,0,0,0,1,1,0,0,0,0
TRPC4_28013,108,157,180,154,28,62,78,149,89,95,81,76,51,0,48,6
TRPV1_28014,14,8,19,17,8,9,10,18,7,3,4,5,7,0,0,0
TSFM_28015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSLP_28017,64,116,114,87,17,0,12,40,36,39,32,18,7,0,0,0
TSPAN10_28018,9,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
TSSK1B_28019,8,4,13,9,0,0,4,1,1,5,4,0,0,0,0,0
TTC23_28020,31,36,31,35,38,0,46,10,4,7,12,8,0,0,0,0
TTC39A_28021,14,13,17,8,15,0,0,0,0,4,4,3,0,0,0,0
TTC39C_28022,5,3,5,3,11,0,0,0,2,4,4,0,3,10,6,0
TTLL11_28023,0,0,2,0,0,0,4,0,3,1,0,0,0,0,0,0
TTLL3_28024,11,0,3,3,0,8,19,15,4,1,5,6,26,35,14,12
TUBD1_28025,1,6,1,3,0,0,0,0,3,4,0,1,10,0,2,10
TUBGCP3_28026,26,10,31,14,13,0,32,29,66,20,28,20,68,10,54,65
TVP23C_28027,41,20,36,26,0,51,70,78,36,22,25,9,17,30,27,46
TVP23C_28028,88,78,114,85,153,105,139,140,126,84,58,64,110,47,181,111
TWIST2_28029,6,2,3,0,0,0,0,0,0,0,1,1,0,0,2,0
TXNIP_28030,401,358,453,348,270,245,421,368,860,521,479,425,755,428,1084,843
UBE2D3_28033,88,117,137,135,41,43,127,217,85,95,64,62,174,8,34,20
UBE2V1_28034,241,343,409,262,335,744,610,814,166,185,153,121,116,329,329,363
UCHL5_28035,34,45,65,44,46,20,77,183,14,18,20,23,35,6,0,12
UGT2A2_28037,45,100,76,73,20,41,82,160,5,18,35,21,26,0,0,0
UGT3A1_28038,8,6,15,1,0,0,0,2,4,0,0,1,0,0,0,0
UHRF1BP1L_28039,45,57,58,48,58,36,29,206,18,19,30,18,133,33,43,57
UNKL_28040,29,18,26,17,32,8,39,30,47,24,14,13,36,0,58,89
UQCRH_28041,63,50,78,50,244,184,167,124,80,43,46,31,137,161,149,183
URGCP-MRPS24_28043,33,35,44,20,30,63,122,92,35,24,25,14,36,39,101,56
USH1C_28044,18,9,14,14,0,5,3,0,1,2,6,7,0,0,0,0
USP33_28045,29,21,37,26,122,34,83,83,90,40,42,39,155,82,132,103
USP39_28046,11,8,19,5,41,20,22,41,40,18,14,19,68,22,41,9
UTY_28048,45,53,75,51,49,7,29,78,75,44,43,29,72,37,63,129
VAPA_28050,17,29,37,11,0,1,0,25,18,8,10,15,17,0,36,22
VEGFA_28053,15,4,15,9,0,0,4,23,12,11,6,5,24,0,0,9
VGLL4_28054,21,23,12,11,10,0,23,13,17,20,11,9,32,0,28,7
VGLL4_28055,19,2,4,4,16,2,0,0,3,1,2,3,10,0,6,24
VPS16_28057,29,21,23,23,67,45,79,18,52,24,22,29,68,69,70,119
VPS16_28058,15,14,24,9,27,80,24,30,46,28,22,14,36,106,94,124
VPS29_28059,103,80,151,99,148,7,82,169,148,119,101,95,174,78,211,106
VPS29_28060,57,48,78,49,46,25,53,128,150,64,72,55,143,22,93,62
VPS45_28061,70,111,99,82,45,44,101,84,43,34,51,25,53,33,70,43
VPS51_28062,29,8,24,13,29,97,106,84,4,10,8,8,17,59,33,68
VSX1_28064,2,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0
VWA1_28065,9,2,1,1,0,0,0,0,1,4,0,0,0,0,0,0
VWA5A_28066,17,26,61,28,2,5,39,50,4,14,10,4,15,0,11,0
VWA8_28067,50,140,147,136,67,41,46,81,23,70,90,46,58,0,9,7
WDPCP_28068,1,8,6,4,0,0,0,9,8,2,1,3,18,0,1,0
WDR20_28069,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
WDR4_28070,12,10,28,2,30,43,47,11,17,10,11,7,38,0,20,28
WDR66_28071,2,2,3,0,0,10,0,0,1,1,1,0,0,0,0,9
WDR78_28072,33,92,113,65,54,40,60,120,6,31,35,29,30,0,0,6
NSD3_28073,46,95,90,56,51,23,44,33,35,39,42,26,4,16,28,32
CCN4_28074,7,8,9,5,0,0,0,17,4,0,3,0,0,0,0,0
WWP2_28075,49,45,49,50,87,121,118,78,92,69,60,45,131,81,163,155
WWP2_28076,39,28,42,35,50,43,45,60,57,33,28,49,64,76,138,92
XKR6_28077,8,22,10,14,0,0,9,24,1,7,6,3,0,0,0,0
XPC_28078,24,15,22,15,50,11,14,22,21,18,10,6,25,30,27,2
XPNPEP3_28079,11,5,8,3,24,7,10,12,9,4,6,2,67,23,7,15
XRN1_28080,31,65,39,58,24,0,15,81,24,23,28,27,77,0,23,21
YY2_28081,7,6,9,5,0,19,10,16,12,1,3,4,0,20,17,9
MAP3K20_28082,2,0,8,5,23,13,24,25,7,2,0,0,7,0,5,11
LRCH4_28083,161,170,198,170,215,1084,494,259,102,73,96,88,142,633,401,503
ZBED1_28084,22,9,22,7,0,10,17,0,29,24,19,11,13,27,46,28
ZBED6_28085,84,109,106,120,32,23,117,84,58,70,77,48,54,0,25,27
ZBED6CL_28086,5,4,2,4,0,0,4,1,1,0,0,1,7,0,0,0
ZBTB8A_28087,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFP41_28091,15,4,9,9,0,0,33,3,13,10,11,6,22,5,40,36
ZFX_28092,78,120,128,98,1,0,51,119,80,47,68,55,68,30,33,65
ZFY_28093,41,59,85,79,26,9,20,57,29,42,42,33,17,0,14,10
ZFYVE19_28094,10,6,9,4,22,37,26,27,15,7,10,4,38,18,32,19
ZFYVE28_28095,15,14,11,8,39,40,25,4,13,5,6,1,25,15,9,25
ZHX1_28096,103,122,188,150,67,54,133,176,41,62,47,66,33,0,4,0
ZIC1_28097,5,2,1,1,0,0,0,0,5,2,1,2,0,0,0,0
ZIC4_28098,41,63,57,46,0,7,18,62,4,22,26,18,0,0,0,0
ZIM2_28099,45,81,96,73,0,21,35,55,1,18,14,19,0,0,5,0
ZNF12_28100,57,101,110,93,0,36,68,91,24,59,40,40,9,0,5,15
ZNF135_28101,2,2,0,3,0,2,0,7,2,0,0,0,0,17,0,8
ZNF135_28102,2,0,1,0,0,5,0,0,0,1,5,1,0,0,3,0
ZNF138_28103,131,198,223,176,69,85,180,301,68,105,111,99,107,0,16,18
ZNF195_28105,52,56,57,47,21,17,44,31,15,35,17,8,0,8,1,11
ZNF226_28107,92,151,159,159,89,30,199,354,57,76,71,54,49,25,29,40
ZNF334_28109,99,168,117,122,25,25,55,98,29,70,45,39,19,0,4,0
ZNF343_28110,19,37,76,23,41,13,17,72,21,13,15,10,33,15,30,34
ZNF365_28111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF415_28112,74,106,93,76,14,0,53,92,25,34,24,21,24,0,4,0
ZNF419_28113,42,27,54,25,35,16,17,59,14,13,8,15,27,6,10,44
ZNF429_28114,109,184,135,177,170,96,220,294,70,109,110,89,69,128,93,82
ZNF483_28116,60,121,127,85,74,22,51,81,14,30,16,17,22,0,7,14
ZNF493_28117,62,96,78,99,15,62,145,269,44,61,66,41,62,0,5,0
ZNF559_28118,76,104,119,92,50,47,70,100,29,33,29,46,12,7,29,0
ZNF559_28119,13,8,9,9,26,9,29,15,6,16,12,8,0,31,41,39
ZNF559_28120,68,95,105,117,1,11,50,122,31,34,42,35,51,0,9,2
ZNF559_28121,13,13,10,6,0,0,13,13,1,6,8,3,12,15,29,16
ZNF559_28122,54,70,75,76,51,58,97,101,15,39,27,24,18,18,19,24
ZNF563_28123,56,37,49,65,75,23,49,104,19,22,22,15,10,13,13,29
ZNF565_28124,15,33,27,14,10,0,13,15,12,11,11,7,6,28,16,7
ZNF578_28125,6,1,1,1,0,0,6,6,1,0,1,0,5,0,11,0
ZNF595_28126,18,45,33,35,13,6,55,48,17,9,29,21,28,0,2,12
ZNF610_28127,66,86,90,74,13,24,66,92,16,14,23,28,25,7,7,14
ZNF616_28128,121,233,269,204,154,76,225,353,41,95,109,57,54,0,16,16
ZNF655_28129,60,92,85,63,83,14,111,107,60,46,52,36,126,10,31,17
ZNF678_28130,1,0,4,0,0,0,1,2,1,0,3,1,14,0,6,0
ZNF679_28131,72,93,80,67,13,7,81,122,17,38,53,21,10,8,4,0
ZNF707_28133,3,0,1,0,14,0,7,0,0,0,0,1,0,0,0,12
ZNF707_28134,10,6,10,17,29,33,44,23,21,9,12,7,33,63,46,86
ZNF709_28135,27,43,46,21,27,62,64,50,8,4,9,10,9,7,4,18
ZNF7_28136,2,0,6,0,0,0,23,0,3,1,1,0,0,1,6,14
ZNF718_28137,90,189,176,154,41,4,134,262,40,83,53,57,32,0,9,0
ZNF726_28138,83,110,146,106,36,21,140,302,34,39,48,39,30,0,0,0
ZNF727_28139,89,128,120,108,4,17,80,260,42,50,60,51,33,0,7,2
ZNF729_28140,11,32,28,32,0,1,46,34,10,8,33,11,23,0,0,4
ZNF780A_28143,159,190,220,205,29,98,162,248,67,74,80,63,76,21,43,54
ZNF789_28144,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,10
ZNF808_28146,83,110,116,105,33,38,56,156,35,54,57,34,77,10,26,18
ZNF823_28147,88,124,118,110,6,28,77,172,31,48,34,39,18,0,15,0
ZNF845_28150,79,95,89,84,0,0,120,224,35,44,38,21,17,0,10,9
ZNF85_28151,16,24,20,31,33,18,38,6,6,6,8,6,31,13,22,24
ZNF878_28152,75,83,73,74,19,5,102,204,13,27,25,19,5,0,0,0
ZNF91_28153,42,30,43,40,29,20,55,22,54,33,22,13,114,30,46,68
ZNF99_28154,24,48,54,26,26,10,37,70,2,7,8,8,7,0,0,0
ZNHIT3_28155,10,6,3,1,0,26,12,5,6,1,3,1,0,1,5,0
ZSCAN12_28156,68,100,84,84,13,0,62,63,24,32,41,34,20,0,11,8
ZSCAN31_28157,28,49,54,43,0,10,2,43,2,11,12,13,0,0,2,0
ZSCAN31_28158,38,69,54,46,0,0,12,35,3,8,14,9,10,0,0,0
AC007406.5_28160,32,45,75,42,3,0,15,112,8,9,17,16,0,0,10,0
GTF2IP1_28161,17,19,23,26,3,38,14,13,15,25,12,7,14,161,51,41
ANKRD36BP2_28163,3,2,2,0,14,0,0,0,6,0,0,0,0,0,0,0
IGHV1-3_28165,12,14,11,9,23,36,33,10,2,3,2,0,0,0,0,0
CYP2B7P_28166,5,0,4,1,0,0,5,0,1,0,1,2,0,0,0,0
IGHV3-48_28168,7,3,5,4,0,4,5,2,5,1,4,0,9,0,20,0
TRBC1_28169,685,675,958,754,1393,4955,3201,1670,276,226,240,234,643,1730,1112,1602
IGLV1-44_28171,8,5,4,6,0,38,16,78,2,2,5,2,0,0,11,13
TRAV20_28173,26,125,171,73,36,48,51,129,14,65,64,41,37,32,26,7
IGKV3D-11_28174,22,9,16,6,158,27,32,18,9,8,3,10,1,13,12,10
GTF2H2_28175,53,15,24,11,29,41,32,22,11,15,8,9,14,21,37,13
HLA-DRB1_28176,142,160,206,154,234,175,326,208,165,132,136,87,188,609,498,432
GFOD1_28179,7,5,10,7,20,22,47,14,3,2,4,2,9,47,28,8
CBWD3_28181,121,28,62,34,96,223,84,83,55,28,36,32,67,192,111,115
CARD8-AS1_28182,20,10,8,2,20,11,1,0,8,5,9,1,2,13,18,8
KHDRBS3_28184,11,8,11,7,0,8,29,15,4,3,5,9,7,0,3,0
IGKV4-1_28185,28,56,75,51,0,29,38,91,5,22,27,17,10,8,14,0
USP32P2_28186,134,322,368,247,29,54,77,198,31,74,82,94,30,13,16,30
IGKV1-5_28187,40,29,54,29,34,22,115,33,7,37,7,9,32,2,4,0
MGC70870_28188,91,91,73,73,9,19,70,86,21,24,17,19,0,0,6,0
SDHAP2_28189,78,83,83,85,38,475,255,133,65,52,61,63,60,338,229,322
TMEM65_28194,24,32,32,27,10,106,43,37,43,47,36,27,8,57,65,91
NME1_28197,9,5,18,7,16,18,50,24,17,9,9,9,13,15,24,52
EMX2OS_28199,6,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0
SBSPON_28201,57,111,126,92,28,24,80,102,16,29,37,31,9,0,8,0
LINC00993_28202,60,125,81,63,0,29,62,80,24,29,18,12,0,0,7,0
IGHV4-59_28203,12,6,23,3,20,52,4,82,9,13,11,3,8,8,100,5
BABAM2-AS1_28204,5,6,11,3,8,0,13,0,3,3,6,4,16,13,20,12
BPHL_28205,3,4,5,2,0,10,25,2,4,5,1,2,0,0,0,11
PAX8_28206,17,14,20,12,15,0,3,4,1,8,4,5,0,0,5,0
TPSAB1_28207,6,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0
GNAI2_28208,146,74,129,80,234,200,415,325,265,135,121,111,443,356,517,470
CPOX_28209,17,20,20,15,21,14,36,21,17,10,10,3,21,0,19,0
PRAF2_28210,21,17,11,17,11,19,11,16,52,16,16,15,7,9,33,16
ICAM3_28211,28,12,29,20,104,34,67,25,46,47,40,32,158,68,215,201
TCEAL4_28212,8,11,21,13,18,26,9,16,5,8,9,6,11,6,2,12
RPS10-NUDT3_28213,2,0,7,2,0,0,8,7,3,0,0,0,6,0,0,0
IFI27_28214,74,69,93,59,125,164,155,173,47,33,20,28,23,135,76,181
MT1M_28215,13,9,9,8,0,0,0,9,4,4,4,2,0,0,0,0
UBE2A_28216,10,11,15,13,13,18,21,26,4,4,6,10,24,0,5,10
TBP_28217,22,20,31,30,27,41,55,87,58,33,31,14,57,34,58,48
DUSP14_28218,5,2,4,0,0,0,0,0,0,0,3,3,0,0,3,0
GRB7_28219,5,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0
BAX_28222,114,105,153,104,211,129,245,274,145,98,101,73,127,191,373,383
XIST_28223,40,79,71,65,7,14,71,64,15,22,25,26,13,0,1,0
PRSS2_28224,50,47,56,29,16,0,4,0,6,17,5,13,0,0,0,0
IGLV9-49_28225,6,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0
IGKV1-8_28226,5,3,5,2,0,0,0,7,1,0,0,0,7,0,0,0
MTERF3_28227,9,25,34,25,28,18,11,14,6,10,9,5,19,2,8,0
TRGC2_28228,88,171,190,129,141,110,171,235,83,84,93,73,71,152,164,174
UGT1A8_28230,10,20,15,10,0,0,1,11,0,4,1,5,0,0,0,0
FYB1_28231,212,161,269,179,99,17,142,102,651,389,350,278,655,67,670,590
CXCL2_28232,2,0,2,1,0,0,5,0,4,0,5,3,8,0,3,18
CCNC_28233,1,6,6,2,0,0,4,0,4,2,1,0,0,0,1,0
KLK11_28234,20,15,14,11,0,10,0,4,0,2,0,1,0,0,0,0
RBM34_28235,42,27,24,17,28,16,50,41,44,32,32,20,53,9,71,51
ITK_28236,68,66,91,74,91,150,198,135,45,39,34,24,116,51,143,121
PDXP_28237,7,0,2,1,13,0,3,0,0,0,0,0,0,0,0,0
FGF8_28239,0,1,1,0,8,0,0,0,0,1,1,1,0,10,4,0
RGS2_28241,215,169,233,218,158,123,286,195,727,505,511,334,736,469,1023,790
CBLB_28242,4,1,5,6,0,10,10,18,10,2,1,3,16,7,10,16
PIGB_28244,6,3,8,2,26,0,5,16,35,14,21,11,34,0,12,0
NET1_28245,6,4,1,3,0,4,0,2,0,0,0,2,0,8,8,0
AKR1C2_28246,59,80,91,89,16,0,55,97,12,48,50,33,11,0,0,0
CAST_28247,106,172,151,174,55,34,115,239,108,105,80,66,132,0,33,34
PRAM1_28248,18,16,19,15,0,13,44,16,37,20,11,11,74,68,99,185
LAMA2_28249,32,23,58,33,0,0,9,48,5,13,15,18,19,0,0,0
ARR3_28250,2,3,7,2,0,0,2,2,1,0,0,2,0,0,0,0
KIF4A_28251,24,60,59,41,0,0,34,31,3,17,15,9,6,0,0,0
CD19_28252,24,7,11,14,22,41,54,27,25,18,12,11,39,0,41,21
PAK4_28253,2,2,2,1,0,3,13,4,2,4,0,4,0,0,9,12
TH_28255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GNAI3_28256,64,54,75,50,36,66,90,120,76,75,62,48,123,81,139,125
FOSB_28257,3,3,1,1,0,40,29,8,1,3,1,0,5,0,4,0
PHKA1_28258,25,47,42,23,16,21,27,53,2,11,19,15,18,0,0,0
PCBD1_28259,10,3,9,2,11,0,0,0,5,6,4,6,0,0,3,4
KLK2_28260,10,14,6,5,0,0,1,0,0,0,0,3,0,0,0,0
HNF4A_28261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNGT1_28262,4,7,7,8,5,0,7,10,4,9,18,6,14,0,0,0
MED24_28263,14,6,10,7,18,5,5,10,4,5,8,5,23,12,3,14
TNFRSF1B_28264,78,79,98,68,152,350,115,103,101,82,85,90,139,319,305,297
NR4A2_28266,21,46,79,32,0,0,28,56,5,8,10,9,0,0,0,9
MSI2_28267,31,22,45,19,98,55,21,73,36,34,39,20,66,80,110,49
SCGB2A1_28268,33,64,58,32,44,25,16,51,5,13,9,10,3,0,0,0
CLK1_28270,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNPC3_28272,24,37,26,31,50,16,37,37,59,26,28,20,77,11,14,0
ALAS1_28273,58,58,70,59,45,25,104,93,104,73,66,71,54,76,218,133
DENND3_28276,68,80,93,77,86,201,147,25,58,62,66,70,127,386,248,438
MAGEA12_28277,17,7,7,3,0,1,11,0,3,2,2,1,0,0,0,0
AP1M2_28278,6,5,2,5,0,11,5,10,0,1,5,2,0,0,7,0
ZFP36_28280,21,13,40,28,109,81,118,57,20,25,11,6,64,85,115,65
RETN_28281,5,0,10,2,0,9,0,0,7,3,3,0,0,4,2,12
TLR7_28282,48,52,61,52,0,29,5,36,32,24,30,22,62,18,8,2
GNPDA1_28283,6,2,4,2,0,6,4,16,10,4,5,4,12,0,7,0
CHST13_28284,2,1,1,0,0,0,5,4,1,0,0,0,0,7,1,0
PRMT5_28286,16,39,39,22,0,2,7,35,32,13,23,15,25,18,10,30
PPARG_28287,9,20,15,10,15,0,5,3,8,6,11,4,0,0,0,0
PSMD9_28288,8,5,12,6,15,13,16,13,6,2,0,4,4,13,9,21
CETN3_28289,0,5,6,3,0,0,0,19,13,3,5,4,38,0,0,0
HTR1B_28290,6,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0
CDKN2A_28291,8,14,13,4,0,5,0,4,2,2,3,4,0,0,0,0
SERHL2_28292,1,0,1,0,0,11,0,0,0,0,0,3,0,0,0,0
TXNRD2_28293,11,2,10,6,9,10,5,22,18,8,2,8,21,16,7,12
PTPN6_28294,19,9,20,12,62,29,33,19,78,47,38,21,121,42,120,100
CCL8_28295,34,50,33,23,36,0,5,10,6,14,15,5,0,0,2,7
FLAD1_28296,10,6,6,6,0,0,15,3,4,1,3,1,0,0,6,15
CD55_28297,53,56,62,57,52,33,65,57,87,70,52,45,85,60,161,75
MAPK1IP1L_28298,44,24,29,19,42,166,102,73,25,25,11,10,82,178,81,164
EIF2B1_28299,29,12,33,18,51,37,41,101,53,40,27,23,90,23,56,73
ASGR1_28300,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
TESK1_28302,9,6,17,16,10,129,42,45,24,7,11,9,10,56,30,68
BTN3A3_28303,8,3,6,3,11,23,9,28,6,4,1,1,0,0,38,0
ESR2_28304,3,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0
GDPD3_28305,13,4,11,6,0,14,8,0,13,9,6,4,9,2,25,26
AOAH_28306,5,7,12,2,14,0,0,17,66,49,31,29,148,159,158,159
IKBIP_28307,79,93,130,104,17,39,63,117,28,39,23,26,13,0,5,0
CXCL1_28308,13,12,25,11,0,19,13,36,40,29,25,17,20,117,30,101
DNMT1_28309,10,4,9,2,34,13,24,0,12,5,8,1,8,5,18,31
OPHN1_28310,98,124,181,114,53,6,98,162,20,39,41,36,19,0,4,0
AGR3_28311,64,61,77,54,15,14,47,56,12,21,9,16,5,0,0,0
DTL_28312,19,35,30,16,0,0,9,8,5,4,3,10,9,9,3,0
RNASE3_28313,7,27,27,14,0,0,10,15,3,1,6,3,0,0,2,0
CLDN3_28314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFF_28315,4,0,0,1,0,0,3,0,1,0,0,1,0,4,9,0
BCL2L13_28316,30,34,34,48,59,0,32,61,21,25,26,18,34,11,39,24
DERA_28317,89,142,136,133,54,40,102,137,89,69,82,66,87,22,140,97
PRSS3_28318,69,113,112,85,0,3,46,53,7,27,29,17,0,0,2,0
LEAP2_28319,7,34,34,21,0,0,7,0,1,9,5,4,0,0,0,5
ANGPTL4_28320,6,0,2,1,0,0,3,0,0,1,1,0,0,0,0,0
ARHGAP45_28322,10,8,8,10,15,78,34,21,13,7,4,5,31,39,23,32
RPP38_28323,29,12,19,23,64,0,9,41,37,17,17,6,10,0,36,6
CXCR4_28324,37,40,55,58,112,144,150,47,98,70,63,66,78,384,243,176
POLR3B_28325,15,26,34,13,1,0,15,48,3,10,9,6,10,0,0,0
NGB_28327,14,3,2,1,0,0,0,0,0,2,1,0,0,0,0,0
HLA-DQB1_28328,3,0,7,5,14,0,3,5,9,3,2,4,5,12,9,14
HLA-DQB1_28329,144,107,116,97,140,228,318,217,187,123,130,83,243,140,209,231
STX4_28330,48,37,43,31,101,58,83,82,62,53,56,41,193,37,179,184
BLOC1S2_28331,44,35,63,49,67,28,45,89,65,33,44,26,137,85,93,94
FCRL3_28332,2,5,11,7,1,18,20,21,19,5,5,5,19,38,16,6
CCDC85B_28333,22,32,45,28,18,121,83,69,27,24,16,12,46,48,45,32
AOPEP_28334,37,26,40,28,29,11,50,26,24,17,13,11,18,17,80,57
UBE2A_28335,17,50,40,29,0,5,16,20,10,28,21,58,46,0,4,0
NUF2_28336,53,85,70,54,0,0,32,31,19,27,32,24,18,0,6,9
NOS3_28337,5,2,1,1,0,0,0,0,1,3,1,0,0,0,3,0
CRISP3_28339,62,80,76,77,12,14,65,51,25,39,38,37,14,0,0,0
RELB_28340,39,24,34,11,45,32,24,28,35,19,21,19,26,35,42,79
AMH_28341,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST11_28342,69,84,103,66,98,61,94,122,112,91,100,72,188,149,228,174
ADGRL4_28345,105,174,142,177,18,31,132,122,46,103,130,101,52,0,9,0
GSR_28346,85,94,129,105,138,204,198,189,100,74,73,69,109,189,242,216
SELL_28347,182,162,266,230,187,151,272,240,495,360,361,230,660,697,1142,964
TUBG1_28348,15,3,5,8,26,7,5,5,13,2,5,3,18,20,7,0
MRPL3_28349,118,129,157,150,9,80,139,168,44,48,54,38,32,12,29,9
SLC10A2_28350,77,151,167,169,0,6,57,139,20,76,84,45,59,0,3,0
CD86_28351,0,3,5,3,7,6,6,2,8,11,9,5,0,10,0,0
PLN_28352,69,70,77,81,0,34,65,137,14,29,16,19,13,0,6,0
DCP1B_28353,10,15,18,4,25,21,15,35,4,6,5,3,4,8,6,9
MKI67_28355,47,90,104,74,16,1,26,36,6,22,36,19,9,11,15,0
CRTAM_28356,60,131,117,88,20,54,57,91,42,43,35,20,31,20,30,25
IL18R1_28357,32,64,47,61,79,68,77,92,37,38,46,40,77,61,55,95
INSL3_28358,1,1,1,0,0,0,0,0,0,1,3,1,0,0,14,0
